"","lon","lat"
"786",-77.2405153,40.1299841
"787",-76.5025742,40.3666686
"788",-78.1564432,39.9048759
"789",-80.365865,40.957855
"790",-100.7097867,33.2438434
"791",-98.7481167,26.995506
"792",-97.3516558,32.4133566
"793",-97.87216,28.9089085
"794",-98.0465185,27.7841718
"795",-97.6982272,26.8697147
"796",-99.8124935,32.7833435
"797",-96.663812,33.7062406
"798",-94.8520636,32.4892547
"799",-95.9832577,30.4829853
"800",-100.8903099,35.3352558
"801",-94.1513764,29.8165398
"802",-100.7097867,34.4793521
"803",-98.2212979,31.6368668
"804",-101.4339148,36.3183749
"805",-99.634135,34.2177242
"806",-94.315422,30.364764
"807",-95.3102505,29.7751825
"808",-94.315422,32.5539228
"809",-102.5298028,35.8647957
"810",-99.8124935,33.1403423
"811",-98.0028892,30.0537607
"812",-100.3497895,35.9022267
"813",-95.8142885,32.1321367
"814",-98.2212979,26.4656319
"815",-97.179026,32.0621768
"816",-102.3463875,33.6212592
"817",-97.8286368,32.4296296
"818",-95.4777811,33.2282942
"819",-95.4777811,31.2377559
"820",-101.4339148,32.2875944
"821",-105.5943388,31.5707433
"822",-96.1526985,33.1967938
"823",-101.4339148,35.8031909
"824",-100.8903099,31.2557696
"825",-98.2212979,33.2560382
"826",-96.5356449,28.9340886
"827",-93.9878427,30.9263644
"828",-104.1930918,30.750805
"829",-99.2785583,34.0688089
"830",-97.6982272,26.4948223
"831",-97.6982272,30.7591685
"832",-98.0465185,29.2683783
"833",-103.0817903,31.76846
"834",-97.6982272,33.2895861
"835",-95.3520876,32.8296216
"836",-102.8975098,33.2114703
"837",-98.7481167,33.2200087
"838",-99.1013498,26.9730763
"839",-99.7232673,28.8801264
"840",-97.87216,29.6477307
"841",-101.8891721,34.1064941
"842",-106.1639545,31.8198368
"843",NA,NA
"844",-99.8124935,33.6734243
"845",-95.6457951,33.75694
"846",-102.3463875,34.1486153
"847",-98.2212979,31.2737682
"848",-99.1013498,28.2758921
"849",-96.8350999,29.3359054
"850",-96.9638624,30.2967161
"851",-95.9832577,31.2152685
"852",-94.8105955,30.1633593
"853",-96.663812,31.5461078
"854",-100.3497895,36.2464455
"855",-98.0465185,28.342294
"856",-98.7481167,30.692528
"857",-103.6362715,31.8883434
"858",-101.7979613,33.6753624
"859",-101.7979613,33.1446401
"860",-99.2785583,31.2016122
"861",-97.179026,31.5182285
"862",-98.5721016,28.3102323
"863",-95.940971,30.9888479
"864",-94.356513,32.7780679
"865",-101.9804613,32.2364722
"866",-99.2785583,30.6556091
"867",-95.9832577,28.8204837
"868",-100.3497895,28.7410473
"869",-99.0128926,29.2987871
"870",-99.8124935,30.9802428
"871",-101.9804613,31.8781368
"872",-96.9795011,30.8092642
"873",-98.5721016,31.6137467
"874",-100.8903099,32.3360516
"875",-97.6982272,33.6460993
"876",-95.4777811,30.3213482
"877",-101.8891721,35.8446761
"878",-94.7691586,33.122847
"879",-100.7097867,34.1280332
"880",-94.645035,31.6353071
"881",-96.4929797,32.0991878
"882",-93.6623239,30.9359604
"883",-100.3497895,32.3818737
"884",-97.4814163,27.7693351
"885",-100.8000051,36.2921544
"886",-102.6216211,35.4247226
"887",-93.8655303,30.1484033
"888",-98.3104184,32.7511956
"889",-94.315422,32.1920035
"890",-97.87216,32.7415519
"891",-102.7135121,34.4604292
