"","lon","lat"
"892",-102.6216211,30.8253214
"893",-94.8105955,30.7150882
"894",-101.9804613,35.404373
"895",-104.1001326,29.9480666
"896",-95.7721204,32.9009129
"897",-101.7979613,34.9020377
"898",-101.5248055,31.2903569
"899",-99.8124935,29.8851459
"900",-94.976654,33.6072302
"901",-103.7289167,31.4307975
"902",-97.1359377,28.3465339
"903",-100.8903099,35.8540979
"904",-96.4929797,31.0080004
"905",-96.365157,32.8721646
"906",-99.9912254,31.8714508
"907",-94.8105955,32.1741887
"908",-93.8248241,31.2974233
"909",-94.1513764,31.4699363
"910",-95.1432068,30.5187687
"911",-97.5247243,27.9999695
"912",-98.7481167,31.238909
"913",-100.5296115,30.9234947
"914",-100.8903099,32.6937844
"915",-99.2785583,32.8242297
"916",-94.1513764,31.8343021
"917",-101.9804613,36.2643429
"918",-95.3102505,32.3352505
"919",-97.7416703,32.2547696
"920",-98.7481167,26.6215167
"921",-98.8400144,32.7399935
"922",-101.0711758,31.781493
"923",-100.1703257,33.1114912
"924",NA,NA
"925",-101.7979613,34.5532757
"926",-97.3516558,32.7732044
"927",-99.8124935,32.2455088
"928",-102.1632718,30.2348611
"929",-102.3463875,33.0909654
"930",-99.2785583,33.1814565
"931",-94.976654,33.2493126
"932",-100.439656,31.3839017
"933",-97.6982272,30.2097015
"934",-95.1432068,31.0687648
"935",-94.315422,30.7324447
"936",-94.976654,32.7099747
"937",-101.9804613,31.3384843
"938",-99.8124935,29.3342663
"939",-101.1617356,29.8687682
"940",-95.8142885,32.4936974
"941",-97.0068393,28.7712909
"942",-95.6457951,30.6815394
"943",-96.0255738,29.9751629
"944",-103.1279039,31.5395559
"945",-96.365157,30.2352956
"946",-99.0128926,27.8174487
"947",-96.1526985,29.3690932
"948",-100.3497895,35.3830893
"949",-98.7481167,33.9309651
"950",-95.6457951,31.776932
"951",-102.7135121,32.342627
"952",-94.645035,31.2704698
"953",-96.9638624,28.0761262
"954",-98.7481167,33.5761511
"955",-101.4339148,34.937162
"956",-98.5721016,28.8661281
"957",-96.2800864,29.8711291
"958",-102.8975098,34.0913057
"959",-99.2785583,29.7404135
"960",-97.3516558,30.0458708
"961",-99.2785583,33.5373926
"962",-97.6982272,28.3624206
"963",-97.5247243,31.134411
"964",-98.5721016,29.4200763
"965",-98.3964938,30.3500511
"966",-101.4339148,32.8233108
"967",-97.6982272,31.8507607
"968",-94.479976,33.4473287
"969",-95.4777811,29.2131857
"970",-96.3226072,30.6504141
"971",-103.3587288,29.6629938
"972",-101.1617356,34.526178
"973",-98.2212979,27.0273057
"974",-98.9245343,31.7705105
"975",-96.663812,30.4500257
"976",-98.2212979,30.7270349
"977",-97.6699144,29.8849106
"978",-96.663812,28.4169365
"979",-99.456155,32.2728116
"980",-97.5247243,26.1284971
"981",-94.9974461,32.9567043
"982",-101.4339148,35.4578717
"983",-94.315422,33.0944342
"984",-102.3463875,34.4985047
"985",-94.6863782,29.7524956
"986",-95.1432068,31.7981828
"987",-100.1703257,34.5257527
"988",-98.2212979,33.7900416
"989",-102.8975098,33.5643803
"990",-100.5296115,31.8277663
"991",-99.456155,31.7320219
"992",-96.4929797,33.1795213
"993",-100.3497895,35.0351623
"994",-96.4929797,29.5378648
"995",-98.2212979,29.8105572
"996",-98.5721016,31.9755461
"997",-99.8124935,31.3431641
"998",-97.3516558,33.6672185
"999",-97.87216,31.4774358
"1000",-100.3497895,34.159117
"1001",-102.5298028,31.4654966
"1002",-101.1617356,30.5977955
"1003",-101.2523792,33.5500004
"1004",-104.4723301,31.347767
"1005",-102.5298028,36.20745
"1006",-96.8350999,32.8024682
"1007",-101.9804613,32.7717423
"1008",-102.5298028,35.0017354
"1009",-95.7721204,33.3493128
"1010",-97.179026,33.1418611
"1011",-97.3516558,29.1235194
"1012",-100.7097867,33.5985109
"1013",-99.8124935,28.4116514
"1014",-100.8903099,34.9875355
"1015",-98.5721016,27.7525271
"1016",-98.7481167,32.3240465
"1017",-102.5298028,31.8246483
"1018",-100.439656,29.9282955
"1019",-96.8350999,32.2619765
"1020",-106.2051484,31.8039824
"1021",-98.2212979,32.1793404
"1022",-97.0068393,31.1636412
"1023",-96.1526985,33.5544296
"1024",-96.8350999,29.8896442
"1025",-100.3497895,32.7398733
"1026",-101.2523792,34.0791533
"1027",-99.7678687,33.9865825
"1028",-95.8142885,29.5692614
"1029",-95.1849219,33.1959954
"1030",-96.1526985,31.7534889
"1031",-99.1013498,28.831355
"1032",-102.7135121,32.6987519
"1033",-94.8520636,29.3763499
"1034",-101.2523792,33.1955897
"1035",-98.9245343,30.314993
"1036",-101.6157773,31.912308
"1037",-97.3516558,28.5673709
"1038",-97.5247243,29.4834878
"1039",-98.7481167,29.9603413
"1040",-100.1703257,33.644342
"1041",-100.3497895,29.2934865
"1042",-99.456155,30.0945305
"1043",-99.8124935,30.4338473
"1044",-96.3089299,32.5889211
"1045",-97.6982272,27.4308339
"1046",-119.5021582,46.3166362
"1047",-119.7474606,47.7790617
"1048",-117.2085208,46.1460123
"1049",-118.8672379,46.4937363
"1050",-117.5276611,46.5185629
"1051",-119.3732456,47.1981147
"1052",-118.4974069,48.4718375
"1053",-122.579457,48.19765
"1054",-123.3040062,47.7424541
"1055",-121.9836029,47.5480339
"1056",-122.6412583,47.6476607
"1057",-120.9319411,47.1749548
"1058",-120.9711029,45.888824
"1059",-122.4554639,46.6195461
"1060",-118.4701194,47.5320525
"1061",-123.1951376,47.4251146
"1062",-119.6522139,48.5896831
"1063",-123.8264512,46.5180824
"1064",-117.3173375,48.4359065
"1065",-123.7012468,46.9953526
"1066",-122.9602621,48.6118035
"1067",-121.7114362,48.4241961
"1068",-121.8962257,45.9428524
"1069",-121.8339472,48.0329979
"1070",-117.4225481,47.658693
"1071",-117.9059909,48.4558249
"1072",-122.7695986,46.8645747
"1073",-123.4945593,46.3259463
"1074",-118.5854769,46.2369842
"1075",-121.9718657,48.8787167
"1076",-117.5887295,46.8363403
"1077",-120.7558292,46.543606
"1078",-122.1295269,47.0675877
"1079",-118.51098,46.9272238
"1080",-122.9047608,47.0356834
"1081",NA,NA
"1082",-120.6749068,47.9445331
"1083",-124.016766,48.0405122
"1084",-122.5194378,45.7466471
"1085",-117.814262,46.2775138
"1086",-122.7746902,46.1746472
